Product Type	NAME	Gene
-	30S ribosomal subunit protein S19	rpsS
-	50S ribosomal subunit protein L2	rplB
-	50S ribosomal subunit protein L23	rplW
-	50S ribosomal subunit protein L4	rplD
-	50S ribosomal subunit protein L3	rplC
-	30S ribosomal subunit protein S10	rpsJ
-	calcium-binding protein required for initiation of chromosome replication	gspB
-	general secretory pathway component, cryptic	gspA
-	putative protein secretion protein for export	gspC
-	putative protein secretion protein for export	gspD
-	putative protein secretion protein for export	gspE
-	putative protein secretion protein for export	gspF
-	putative protein secretion protein for export	gspG
-	putative protein secretion protein for export	gspH
-	putative protein secretion protein for export	gspI
-	putative protein secretion protein for export	gspJ
-	putative protein secretion protein for export	gspK
-	putative protein secretion protein for export	gspL
-	putative protein secretion protein	gspM
-	leader peptidase, integral membrane protein	gspO
-	bacterioferritin monomer	bfr
-	bacterioferritin-associated ferredoxin	bfd
-	endochitinase	chiA
-	elongation factor Tu	tufA
-	elongation factor G	fusA
-	30S ribosomal subunit protein S7	rpsG
-	30S ribosomal subunit protein S12	rpsL
-	sulfur transfer protein complex, TusB subunit	tusB
-	sulfur transfer protein complex, TusC subunit	tusC
-	sulfur transfer protein complex, TusD subunit	tusD
-	predicted DNA-binding transcriptional regulator	yheO
-	"peptidyl-prolyl cis-trans isomerase; in protein folding"	fkpA
-	"host factor for lysis of &phi;X174 infection"	slyX
-	FKBP-type peptidyl prolyl cis-trans isomerase	slyD
-	predicted protein	yheV
-	K<sup>+</sup> : H<sup>+</sup> antiporter KefB	kefB
-	protein required for KefB activity	kefG
-	fused predicted transporter subunits of ABC superfamily: ATP-binding components	yheS
-	predicted hydrolase	yheT
-	conserved protein	yheU
-	predicted phosphoribulokinase	prkB
-	conserved protein	yhfA
small RNA	CrpT	crpT
-	CRP transcriptional dual regulator	crp
-	conserved inner membrane protein	yhfK
-	ArgD	argD
-	PabA	pabA
-	stationary-phase protein with possible role in p-aminobenzoate or folate biosynthesis	fic
-	predicted protein	yhfG
-	peptidyl-prolyl <i>cis-trans</i> isomerase A (rotamase A)	ppiA
-	predicted inner membrane transport protein implicated in the response to tellurite and selenite	tsgA
-	nitrite reductase, large subunit	nirB
-	nitrite reductase, small subunit	nirD
-	nitrite transporter NirC	nirC
-	CysG	cysG
-	conserved secreted peptide	yhfL
-	fructoselysine / psicoselysine transporter	frlA
-	fructoselysine 6-phosphate deglycase monomer	frlB
-	fructoselysine 3-epimerase	frlC
-	fructoselysine 6-kinase	frlD
-	predicted DNA-binding transcriptional regulator	frlR
-	conserved protein	yhfS
-	predicted inner membrane protein	yhfT
-	predicted protein	yhfU
-	predicted hydrolase	php
-	predicted mutase	yhfW
-	predicted amino acid racemase	yhfX
-	conserved protein	yhfY
-	conserved protein	yhfZ
-	tryptophanyl-tRNA synthetase	trpS
-	phosphoglycolate phosphatase	gph
-	ribulose-5-phosphate 3-epimerase	rpe
-	DNA adenine methyltransferase	dam
-	cell division protein DamX	damX
-	3-dehydroquinate synthase	aroB
-	shikimate kinase I	aroK
-	protein involved in utilization of DNA as a carbon source	hofQ
-	protein involved in utilization of DNA as a carbon source	hofP
-	protein involved in utilization of DNA as a carbon source	hofO
-	protein involved in utilization of DNA as a carbon source	hofN
-	protein involved in utilization of DNA as a carbon source	hofM
-	"peptidoglycan synthetase; penicillin-binding protein 1A"	mrcA
-		nudE
-	predicted inner membrane protein	yrfF
-	purine nucleotidase	yrfG
-	heat shock protein Hsp15 involved in ribosome recycling	hslR
-	molecular chaperone Hsp33	hslO
-	putative transport protein	yhgE
-	phosphoenolpyruvate carboxykinase (ATP)	pck
-	EnvZ	envZ
-	OmpR	ompR
-	transcription elongation factor GreB	greB
-	predicted transcriptional accessory protein	yhgF
-	ferrous iron transport protein A	feoA
-	Fe<sup>2+</sup> transporter FeoB	feoB
-	predicted DNA-binding transcriptional regulator	feoC
-	predicted transposase	yhgA
-	pimeloyl-[acp] methyl ester esterase	bioH
-	protein involved in utilization of DNA as a carbon source	gntX
-	iron-sulfur cluster scaffold protein	nfuA
-	gluconate transporter GntT	gntT
-	amylomaltase/amylomaltase/amylomaltase	malQ
-	maltodextrin phosphorylase monomer	malP
-	MalT transcriptional activator	malT
-	RNA 3'-terminal phosphate cyclase	rtcA
-	RNA ligase	rtcB
-	RtcR DNA-binding transcriptional activator	rtcR
-	GlpR DNA-binding transcriptional repressor	glpR
-	intramembrane serine protease GlpG	glpG
-		glpE
-	GlpD	glpD
-	predicted protein	yzgL
-	GlgP	glgP
-	glycogen synthase	glgA
-	GlgC	glgC
-	"glycogen phosphorylase-limit dextrin &alpha;-1,6-glucohydrolase"	glgX
-	"1,4-&alpha;-glucan branching enzyme"	glgB
-	Asd	asd
-	predicted inner membrane protein	yhgN
-	gluconate transporter GntU	gntU
-	GntK	gntK
-	GntR DNA-binding transcriptional repressor	gntR
-	pirin-like protein	yhhW
-	predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain	yhhX
small RNA	RyhB	ryhB
-	predicted acetyltransferase	yhhY
-	conserved protein	yhhZ
-	conserved protein	yrhA
-	InsAB' transposase	insAB-6
-	IS1 protein InsA	insA-6
-		insB-6
-	hypothetical protein	yrhD
-	predicted protein with chaperone-like activity	yrhB
-	"&gamma;-glutamyltranspeptidase"	ggt
-	conserved protein	yhhA
-	glycerophosphodiester phosphodiesterase, cytosolic	ugpQ
-	glycerol-3-phosphate ABC transporter -  ATP binding subunit	ugpC
-	glycerol-3-phosphate ABC transporter - membrane subunit	ugpE
-	glycerol-3-phosphate ABC transporter - membrane subunit	ugpA
-	glycerol-3-phosphate ABC transporter - periplasmic binding protein	ugpB
-	branched chain amino acid ABC transporter - ATP binding subunit	livF
-	branched chain amino acid transporter - ATP binding subunit	livG
-	branched chain amino acid transporter - membrane subunit	livM
-	branched chain amino acid transporter - membrane subunit	livH
-	leucine ABC transporter - periplasmic binding protein	livK
-	maturation factor for PanD	panZ
-	branched chain amino acid ABC transporter - periplasmic binding protein	livJ
-	RNA polymerase, Sigma 32 (Sigma H) factor	rpoH
-	cell division protein FtsX	ftsX
-	cell division protein FtsE	ftsE
-	SRP receptor	ftsY
-	16S rRNA m<sup>2</sup>G966 methyltransferase	rsmD
-	conserved inner membrane protein	yhhL
-	putative receptor	yhhM
-	conserved inner membrane enzyme	yhhN
-	zinc, cadmium and lead efflux system	zntA
-	sulfur transfer protein	tusA
-	conserved inner membrane protein	yhhQ
-	conserved protein involved in bacteriophage adsorption	dcrB
-	predicted transport protein YhhS	yhhS
-	predicted inner membrane protein	yhhT
-	holo-[acyl carrier protein] synthase 2	acpT
-	nickel ABC transporter - periplasmic binding protein	nikA
-	nickel ABC transporter - membrane subunit	nikB
-	nickel ABC transporter - membrane subunit	nikC
-	nickel ABC transporter - ATP binding subunit	nikD
-	nickel ABC transporter - ATP binding subunit	nikE
-	NikR DNA-binding transcriptional repressor, Ni-binding	nikR
-	RhsB protein in rhs element	rhsB
-	predicted protein	yhhH
-		yrhC
-	predicted transposase	yhhI
-	predicted transporter subunit: membrane component of ABC superfamily	yhhJ
-	ribosome-associated ATPase	rbbA
-	predicted HlyD family secretion protein	yhiI
-	predicted protein	yhiJ
-	predicted protein	yhiK
-	predicted protein	yhiL
-	inner membrane protein with a role in acid resistance	yhiM
-	predicted oxidoreductase with FAD/NAD(P)-binding domain	yhiN
-	phosphate / arsenate:H<sup>+</sup> symporter PitA	pitA
-	predicted universal stress (ethanol tolerance) protein B	uspB
-	universal stress global stress response regulator	uspA
-	dipeptide / tripeptide:H<sup>+</sup> symporter DtpB	dtpB
-	16S rRNA m<sup>2</sup>G1516 methyltransferase	rsmJ
-	oligopeptidase A	prlC
-	23S rRNA m<sup>6</sup>A2030 methyltransferase	rlmJ
-	glutathione reductase (NADPH)	gor
-	toxic inner membrane peptide DinQ	dinQ
small RNA	AgrA small RNA	agrA
small RNA	AgrB small RNA	agrB
-	ArsR	arsR
-	ArsB	arsB
-	arsenate reductase	arsC
-	predicted protein	yhiS_1
-	IS5 transposase and trans-activator	insH-11
-		yhiS_2
-	starvation lipoprotein	slp
-	predicted DNA-binding transcriptional regulator	dctR
-	predicted Mg(2+) transport ATPase	yhiD
-	acid stress chaperone	hdeB
-	acid-resistance protein, possible chaperone	hdeA
-	acid-resistance membrane protein	hdeD
small RNA	ArrS	arrS
-	GadE DNA-binding transcriptional activator	gadE
-	MdtEF-TolC multidrug efflux transport system - membrane fusion protein	mdtE
-	MdtEF-TolC multidrug efflux transport system - permease subunit	mdtF
-	GadW DNA-binding transcriptional dual regulator	gadW
small RNA	GadY	gadY
-	GadX DNA-binding transcriptional dual regulator	gadX
-	glutamate decarboxylase A subunit	gadA
-	predicted cytochrome C peroxidase	yhjA
-	cytoplasmic trehalase	treF
-	predicted DNA-binding response regulator in two-component regulatory system	yhjB
-	predicted DNA-binding transcriptional regulator	yhjC
-	inner membrane protein associated with lipopolysaccharide transport	yhjD
-	YhjE  MFS transporter	yhjE
-	predicted outer membrane biogenesis protein	yhjG
-	c-di-GMP phosphodiesterase	yhjH
-	2-keto-3-deoxygluconokinase	kdgK
-	predicted zinc-dependent peptidase	yhjJ
-	C4 dicarboxylate / orotate:H<sup>+</sup> symporter	dctA
-	predicted diguanylate cyclase	yhjK
-	oxidase involved in cellulose synthesis	bcsC
-	endo-1,4-D-glucanase	bcsZ
-	cellulose biosynthesis protein	bcsB
-	cellulose synthase, catalytic subunit	bcsA
-	predicted cellulose biosynthesis protein	bcsQ
-	conserved protein	yhjR
-	conserved protein	bcsE
-	predicted protein	bcsF
-	predicted inner membrane protein	bcsG
-	LdrD peptide of the LdrD-RdlD toxin-antitoxin system	ldrD
small RNA	RdlD	rdlD
-	YhjV STP transporter	yhjV
-	dipeptide ABC transporter - putative ABC binding subunit	dppF
-	dipeptide ABC transporter - putative ATP binding subunit	dppD
-	dipeptide ABC transporter - putative membrane subunit	dppC
-	dipeptide ABC transporter - putative membrane subunit	dppB
-	dipeptide ABC transporter - periplasmic binding protein	dppA
tRNA	tRNA<SUP>proK</SUP>	proK
-	phosphoethanolamine transferase EptB	eptB
-	YhjX MFS transporter	yhjX
-	conserved protein	yhjY
-	3-methyl-adenine DNA glycosylase I, constitutive	tag
-	predicted acyltransferase with acyl-CoA N-acyltransferase domain	yiaC
-	biotin sulfoxide reductase	bisC
-	predicted outer membrane lipoprotein	yiaD
-	GhrB	ghrB
-	conserved protein	yiaF
-	predicted transcriptional regulator	yiaG
-	CspA DNA-binding transcriptional activator	cspA
-	small toxic membrane polypeptide	hokA
-	IS150 protein InsAB	insJK
-	IS150 protein InsA	insJ
-	IS150 conserved protein InsB	insK
-		sokA
-	"glycyl-tRNA synthetase, &beta; subunit"	glyS
-	"glycyl-tRNA synthetase, &alpha; subunit"	glyQ
-	predicted protein	ysaB
-	O-acetyltransferase	wecH
-	conserved inner membrane protein	yiaA
-	conserved inner membrane protein	yiaB
-	xylulokinase	xylB
-	XylA	xylA
-	xylose ABC transporter - periplasmic binding protein	xylF
-	xylose ABC transporter - ATP binding subunit	xylG
-	xylose ABC transporter - membrane subunit	xylH
-	XylR transcriptional activator	xylR
-	conserved protein	bax
-	"&alpha;-amylase"	malS
-	valine-pyruvate aminotransferase	avtA
-	predicted hydrogenase, 4Fe-4S ferredoxin-type component	ysaA
-	YiaJ DNA-binding transcriptional repressor	yiaJ
-	2,3-diketo-L-gulonate reductase monomer	yiaK
-	conserved protein	yiaL
-	2,3-diketo-L-gulonate:Na<sup>+</sup> symporter - membrane subunit	yiaM
-	2,3-diketo-L-gulonate:Na<sup>+</sup> symporter - membrane subunit	yiaN
-	2,3-diketo-L-gulonate:Na<sup>+</sup> symporter - periplasmic binding protein	yiaO
-	L-xylulose kinase	lyxK
-	3-keto-L-gulonate 6-phosphate decarboxylase	sgbH
-	predicted L-xylulose 5-phosphate 3-epimerase	sgbU
-	L-ribulose-5-phosphate 4-epimerase	sgbE
-	putative outer membrane protein	yiaT
-	predicted DNA-binding transcriptional regulator, LysR-type	yiaU
-	predicted membrane fusion protein (MFP) component of efflux pump, signal anchor	yiaV
-	conserved inner membrane protein	yiaW
-		aldB
-	predicted Fe-containing alcohol dehydrogenase	yiaY
-	selenocysteyl-tRNA-specific translation elongation factor	selB
-	selenocysteine synthase	selA
-	glutathione transferase-like protein possibly involved in selenium metabolism	yibF
-	RhsA protein in rhs element	rhsA
-	predicted lyase containing HEAT-repeat	yibA
-	predicted Rhs-family protein	yibJ
-	conserved protein	yibG
-	hypothetical protein	yibV
-	putative membrane protein	yibH
-	predicted inner membrane protein	yibI
-	MtlA	mtlA
-	mannitol-1-phosphate 5-dehydrogenase	mtlD
-	MtlR DNA-binding transcriptional repressor	mtlR
-	predicted protein	yibT
-	conserved protein	yibL
-	(R)-lactate / (S)-lactate / glycolate:H+ symporter LldP	lldP
-	LldR transcriptional repressor	lldR
-	L-lactate dehydrogenase	lldD
-	tRNA (cytidine/uridine-2'-<i>O</i>)-ribose methyltransferase	trmL
-	serine acetyltransferase monomer	cysE
-	glycerol-3-phosphate dehydrogenase	gpsA
-	SecB	secB
-	reduced glutaredoxin 3	grxC
-	predicted rhodanese-related sulfurtransferase	yibN
-	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	gpmM
-	EnvC divisome associated factor, activator of peptidoglycan hydrolases	envC
-	putative nucleoside (IDP) diphosphatase	yibQ
-	UDP-glucuronate:LPS(HepIII) glycosyltransferase	waaH
-	Tdh	tdh
-	Kbl	kbl
-	involved in lipopolysaccharide biosynthesis	htrL
-	ADP-L-glycero-D-mannoheptose-6-epimerase	rfaD
-	ADP-heptose:LPS heptosyltransferase II	waaF
-	ADP-heptose:LPS heptosyltransferase I	waaC
-	O-antigen ligase	waaL
-	"lipopolysaccharide core biosynthesis; heptosyl transferase IV; probably hexose transferase"	waaU
-	protein involved in KdoIII attachment during lipopolysaccharide core biosynthesis	waaZ
-	lipopolysaccharide core heptose (II) kinase	waaY
-	"UDP-glucose:(glucosyl)LPS &alpha;-1,2-glucosyltransferase"	waaJ
-	"UDP-D-glucose:(glucosyl)LPS &alpha;-1,3-glucosyltransferase"	waaI
-	UDP-D-galactose:(glucosyl)lipopolysaccharide-1,6-D-galactosyltransferase	waaB
-	lipopolysaccharide core biosynthesis protein	waaS
-	lipopolysaccharide core heptose (I) kinase	waaP
-	lipopolysaccharide glucosyltransferase I	waaG
-	lipopolysaccharide core heptosyl transferase III	waaQ
-	KDO transferase	waaA
-	pantetheine-phosphate adenylyltransferase monomer	coaD
-	formamidopyrimidine DNA glycosylase	mutM
-	50S ribosomal subunit protein L33	rpmG
-	50S ribosomal subunit protein L28	rpmB
-	hypothetical protein	yicR
-		dfp
-	Dut	dut
-	cell division inhibitor, nucleoid occlusion	slmA
-	PyrE	pyrE
-	RNase PH monomer	rph
-	conserved protein	yicC
-	DNA-damage-inducible protein	dinD
-	conserved inner membrane protein	yicG
-	DNA ligase	ligB
-	Gmk	gmk
-	"RNA polymerase, &omega; subunit"	rpoZ
-	guanosine 3'-diphosphate 5'-triphosphate 3'-diphosphatase/GDP diphosphokinase/guanosine-3',5'-bis(diphosphate) 3'-diphosphatase	spoT
-	tRNA (Gm18) 2'-<i>O</i>-methyltransferase	trmH
-	RecG DNA helicase	recG
-	glutamate:sodium symporter	gltS
-	xanthine:H<sup>+</sup> symporter XanP	xanP
-	conserved protein	yicH
-	"&alpha;-xylosidase"	yicI
-	YicJ GPH transporter	yicJ
tRNA	tRNA<SUP>sec</SUP>	selC
-	inner membrane protein SetC - putative arabinose efflux protein	setC
-	predicted inner membrane protein	yicL
-	lipoprotein-28	nlpA
-	predicted protein	yicS
-	purine ribonucleoside efflux transporter	nepI
-	conserved protein	yicN
-	adenine transporter	adeQ
-	cryptic adenine deaminase monomer	adeD
-	hexose-6-phosphate:phosphate antiporter	uhpT
-	inner membrane protein sensing glucose-6-phosphate	uhpC
-	UhpB sensory histidine kinase	uhpB
-	UhpA transcriptional activator	uhpA
-	IlvN	ilvN
-	IlvB	ilvB
-	ilvB operon leader peptide	ivbL
small RNA	Istr-2	istR-2
small RNA	Istr-1	istR-1
-		tisA
-	toxic peptide TisB	tisB
-	multidrug efflux transporter EmrD	emrD
-	predicted DNA-binding transcriptional regulator	yidF
-	predicted inner membrane protein	yidG
-	conserved inner membrane protein	yidH
-	predicted inner membrane protein	yidI
-	putative sulfatase	yidJ
-	YidK SSS transporter	yidK
-	putative ARAC-type regulatory protein	yidL
-		ysdC
-	predicted phospho-glucosidase, truncated	glvG
-	GlvB	glvB
-	GlvC	glvC
-	predicted DNA-binding transcriptional regulator	yidP
-	predicted transporter	yidE
-	small heat shock protein IbpB	ibpB
-	small heat shock protein IbpA	ibpA
-	conserved outer membrane protein	yidQ
-	conserved protein	yidR
-	colicin M resistance protein	cbrA
-	galactonate transporter	dgoT
-	D-galactonate dehydratase	dgoD
-	2-oxo-3-deoxygalactonate 6-phosphate aldolase	dgoA
-	2-dehydro-3-deoxygalactonate kinase	dgoK
-	predicted DNA-binding transcriptional regulator	dgoR
-	predicted lipoprotein	yidX
-	sugar phosphatase	yidA
-	conserved protein	yidB
-	DNA gyrase, subunit B	gyrB
-	ssDNA and dsDNA binding,  ATP binding	recF
-	DnaN	dnaN
-	"chromosomal replication initiator protein DnaA; DNA-binding transcriptional dual regulator"	dnaA
-	50S ribosomal subunit protein L34	rpmH
-	"RNase P protein component; processes tRNA, 4.5S RNA"	rnpA
-	inner membrane protein insertion factor	yidD
-	inner-membrane protein insertion factor	yidC
-	GTPase, involved in modification of U34 in tRNA	mnmE
-	tna operon leader peptide	tnaC
-	TnaA	tnaA
-	tryptophan:H<sup>+</sup> symporter TnaB	tnaB
-	multidrug efflux transporter MdtL	mdtL
-	putative transcriptional regulator LysR-type	yidZ
-	predicted phosphopantetheinyl transferase	yieE
-	chromate reductase monomer	yieF
-	adenine:H<sup>+</sup> symporter	adeP
-	6-phosphogluconate phosphatase	yieH
-	predicted inner membrane protein	cbrB
-	colicin E2 tolerance protein	cbrC
-	predicted 6-phosphogluconolactonase	yieK
-	predicted xylanase	yieL
-	carbohydrate-specific outer membrane porin, cryptic	bglH
-	"6-phospho-&beta;-glucosidase B; cryptic"	bglB
-	BglF	bglF
-	BglG transcriptional antiterminator (monomer)	bglG
-	negative regulator of the <i>Pho</i> regulon	phoU
-	phosphate ABC transporter - ATP binding subunit	pstB
-	phosphate ABC transporter - membrane subunit	pstA
-	phosphate ABC transporter - membrane subunit	pstC
-	phosphate ABC transporter - periplasmic binding protein	pstS
-	GlmS	glmS
-	GlmU	glmU
-	ATP synthase F1 complex - epsilon subunit	atpC
-	ATP synthase F<sub>1</sub> complex - beta subunit	atpD
-	ATP synthase F<sub>1</sub> complex - gamma subunit	atpG
-	ATP synthase F<sub>1</sub> complex - alpha subunit	atpA
-	ATP synthase F<sub>1</sub> complex - delta subunit	atpH
-	ATP synthase F<sub>0</sub> complex - b subunit	atpF
-		atpE
-	ATP synthase F<sub>0</sub> complex - a subunit	atpB
-	AtpI	atpI
-	16S rRNA m<sup>7</sup>G527 methyltransferase	rsmG
-	protein involved in modification of U34 in tRNA	mnmG
-	flavoprotein involved in biotin synthesis	mioC
-	AsnC	asnC
-	AsnA	asnA
-	stimulator of RavA ATPase activity	viaA
-	regulatory ATPase	ravA
-	K<sup>+</sup> transporter Kup	kup
-	ribose pyranase	rbsD
-	ribose ABC transporter - putative ATP binding subunit	rbsA
-	ribose ABC transporter - membrane subunit	rbsC
-	ribose ABC transporter - putative periplasmic binding protein	rbsB
-	ribokinase	rbsK
-	RbsR DNA-binding transcriptional dual regulator	rbsR
-	inner membrane protein HsrA	hsrA
-	predicted transcriptional regulator	yieP
rRNA	rrsC 16S ribosomal RNA	rrsC
tRNA	tRNA<SUP>gltU</SUP>	gltU
rRNA	rrlC 23S ribosomal RNA	rrlC
rRNA	rrfC 5S ribosomal RNA	rrfC
tRNA	tRNA<SUP>aspT</SUP>	aspT
tRNA	tRNA<SUP>trpT</SUP>	trpT
-	HdfR DNA-binding transcriptional dual regulator	hdfR
-	conserved protein	yifE
-	predicted ATP-dependent protease	yifB
-	ilvGEDA operon leader peptide	ilvL
-	small protein	ilvX
-	acetolactate synthase II, large subunit, N-ter fragment (pseudogene)	ilvG_1
-	acetolactate synthase II, large subunit, C-ter fragment (pseudogene)	ilvG_2
-	IlvM	ilvM
-	IlvE	ilvE
-	IlvD	ilvD
-	IlvA	ilvA
-	IlvY DNA-binding transcriptional dual regulator	ilvY
-		ilvC
-	peptidyl-prolyl <i>cis-trans</i> isomerase C (rotamase C)	ppiC
-	conserved protein	yifO
-	conserved protein	yifN
-	rep	rep
-	Gpp	gpp
-		rhlB
-	thioredoxin 1	trxA
-	rho operon leader peptide	rhoL
-	"transcription termination factor Rho monomer;  polarity suppressor"	rho
-		rfe
-	Enterobacterial Common Antigen (ECA) polysaccharide chain length modulation protein	wzzE
-	UDP-<i>N</i>-acetylglucosamine 2-epimerase	rffE
-		rffD
-	dTDP-glucose 4,6-dehydratase 2	rffG
-	dTDP-glucose pyrophosphorylase 2	rffH
-	dTDP-fucosamine acetyltransferase	rffC
-	dTDP-4-dehydro-6-deoxy-D-glucose transaminase	rffA
-	lipid III flippase	wzxE
-	4-acetamido-4,6-dideoxy-D-galactose transferase	rffT
-	predicted Wzy protein involved in ECA polysaccharide chain elongation	wzyE
-	UDP-N-acetyl-D-mannosaminuronic acid transferase	rffM
-	YifK APC transporter	yifK
tRNA	tRNA<SUP>argX</SUP>	argX
tRNA	tRNA<SUP>hisR</SUP>	hisR
tRNA	tRNA<SUP>leuT</SUP>	leuT
tRNA	tRNA<SUP>proM</SUP>	proM
-	predicted anaerobic sulfatase maturation enzyme	aslB
-	arylsulfatase	aslA
small RNA	GlmZ	glmZ
-	predicted protoheme IX synthesis protein	hemY
-	conserved protein	hemX
-	uroporphyrinogen III synthase	hemD
-	hydroxymethylbilane synthase	hemC
-	adenylate cyclase	cyaA
-	frataxin, iron-binding and oxidizing protein	cyaY
-	predicted protein	yzcX
-	predicted lipoprotein	yifL
-		dapF
-	conserved protein	yigA
-	site-specific tyrosine recombinase	xerC
-	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase	yigB
-	DNA-dependent ATPase I and helicase II	uvrD
-	predicted protein	yigE
small RNA	YigE5'	
-	Ni<sup>2+</sup> / Co<sup>2+</sup> / Mg<sup>2+</sup> transporter	corA
-	conserved inner membrane protein	yigF
-	inner membrane protein	yigG
-	predicted chloramphenicol resistance permease	rarD
-	conserved protein	yigI
-		pldA
-	ATP-dependent DNA helicase	recQ
-	RhtC threonine Rht Transporter	rhtC
-	homoserine / homoserine lactone efflux transporter	rhtB
-	lysophospholipase L(2)	pldB
-	phosphosugar phosphatase	yigL
-	predicted inner membrane protein	yigM
-	MetR	metR
-	cobalamin-independent homocysteine transmethylase	metE
-	predicted hydrolase	ysgA
-	Udp	udp
-	predicted recombination limiting protein	rmuC
-	bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinone methylase and S-adenosylmethionine:2-DMK methyltransferase	ubiE
-	conserved protein involved in ubiquinone-8 biosynthesis	ubiJ
-	EsrE small RNA	esrE
-	predicted protein kinase involved in ubiquinone biosynthesis	ubiB
-	TatA	tatA
-	TatB	tatB
-	TatC	tatC
-	DNase, magnesium-dependent	tatD
-	RfaH transcriptional antiterminator	rfaH
-	3-octaprenyl-4-hydroxybenzoate carboxy-lyase monomer	ubiD
-	riboflavin reductase/FMN reductase	fre
-	3-ketoacyl-CoA thiolase	fadA
-	"dodecenoyl-CoA &delta;-isomerase, enoyl-CoA hydratase, 3-hydroxybutyryl-CoA epimerase, 3-hydroxyacyl-CoA dehydrogenase"	fadB
-	proline dipeptidase	pepQ
-	predicted elongation factor	yigZ
-	K<sup>+</sup> transporter TrkH	trkH
-		hemG
rRNA	16S ribosomal RNA (rrsA)	rrsA
tRNA	tRNA<SUP>ileT</SUP>	ileT
tRNA	tRNA<SUP>alaT</SUP>	alaT
rRNA	23S ribosomal RNA (rrlA)	rrlA
rRNA	5S ribosomal RNA (rrfA)	rrfA
-	molybdopterin-guanine dinucleotide biosynthesis adaptor protein	mobB
-	molybdenum cofactor guanylyltransferase	mobA
-	conserved protein	yihD
-	serine/threonine protein kinase	rdoA
-	protein disulfide oxidoreductase - DsbA<sub>reduced</sub>	dsbA
-	putative GTP-binding protein	yihF
-	predicted endonuclease	yihG
-	DNA polymerase I, 5' --> 3' polymerase, 5' --> 3'  and 3' --> 5' exonuclease	polA
small RNA	Spot42	spf
-	"cell division protein; predicted checkpoint GTPase"	yihA
small RNA	CsrC	csrC
-	GAP-like protein that activates GTPase activity of Der	yihI
-	coproporphyrinogen III dehydrogenase	hemN
-	small predicted membrane protein	yshB
-	NtrC transcriptional dual regulator	glnG
-	NtrB	glnL
small RNA	GlnA3'	glnA3'
-	GlnA	glnA
small RNA	TypA5'	
-	protein possibly involved in ribosome structure or function	typA
-	YihL putative transcriptional regulator	yihL
-	conserved protein	yihM
-	YihN  MFS transporter	yihN
-	predicted outer membrane porin L	ompL
-	sulfoquinovose transporter	yihO
-	predicted 2,3-dihydroxypropane-1-sulfonate export protein	yihP
-	"&alpha;-glucosidase"	yihQ
-	predicted aldose-1-epimerase	yihR
-	sulfoquinovose isomerase	yihS
-	6-deoxy-6-sulfofructose-1-phosphate aldolase	yihT
-	3-sulfolactaldehyde reductase	yihU
-	6-deoxy-6-sulfofructose kinase	yihV
-	predicted DNA-binding transcriptional regulator	yihW
-	"&alpha;-D-glucose-1-phosphatase"	yihX
-	predicted inner membrane protein	yihY
-	D-Tyr-tRNA<sup>Tyr</sup> deacylase	dtd
-	predicted acetyltransferase	yiiD
-	predicted transcriptional regulator	yiiE
-	conserved protein	yiiF
-	formate dehydrogenase formation protein	fdhE
-	"formate dehydrogenase-O, &gamma; subunit"	fdoI
-	"formate dehydrogenase-O, &beta; subunit"	fdoH
-	"formate dehydrogenase-O, &alpha; subunit"	fdoG
-	affects formate dehydrogenase-N	fdhD
-	conserved protein	yiiG
-	FrvR predicted transcriptional regulator	frvR
-	frv operon protein	frvX
-	FrvB	frvB
-	FrvA	frvA
-	L-rhamnose mutarotase	rhaM
-	rhamnulose-1-phosphate aldolase monomer	rhaD
-	L-rhamnose isomerase	rhaA
-	L-rhamnulose kinase	rhaB
-	RhaS	rhaS
-	RhaR transcriptional activator	rhaR
-	rhamnose / lyxose:H<sup>+</sup> symporter	rhaT
-	SodA	sodA
-	2-dehydro-3-deoxy-D-gluconate:H<sup>+</sup> symporter	kdgT
-	protein involved in base analog detoxification	yiiM
-	CpxA sensory histidine kinase	cpxA
-	CpxR transcriptional dual regulator	cpxR
-	regulator of the Cpx response and possible chaperone involved in resistance to extracytoplasmic stress	cpxP
-	FieF	fieF
-	6-phosphofructokinase-1 monomer	pfkA
-	sulfate / thiosulfate ABC transporter - periplasmic binding protein Sbp	sbp
-	CDP-diacylglycerol pyrophosphatase	cdh
-	triose phosphate isomerase monomer	tpiA
-	conserved protein	yiiQ
-	conserved inner membrane protein	yiiR
-	conserved protein	yiiS
-	stress protein involved in resistance to UV irradiation	uspD
-	flavodoxin NADP<sup>+</sup> reductase	fpr
-	fructose 1,6-bisphosphatase II	glpX
-	GlpK	glpK
-	GlpF	glpF
-	cell division factor ZapB	zapB
-	ribonuclease E inhibitor protein	rraA
-	1,4-dihydroxy-2-naphthoate octaprenyltransferase	menA
-	ATPase component of the HslVU protease	hslU
-	peptidase component of the HslVU protease	hslV
-	essential cell division protein FtsN	ftsN
-	CytR	cytR
-	primosome factor N'	priA
-	50S ribosomal subunit protein L31	rpmE
-	conserved hypothetical protein of the NlpC/P60 peptidase superfamily	yiiX
-	MetJ transcriptional repressor	metJ
-	MetB	metB
-	MetL	metL
-	MetF	metF
